timestamp,day,hour,voltage,current,power,kwh,biaya
2026-04-23 06:56:35,23,6,223.3,0.46,59.1,0.02,26.0
2026-04-23 06:56:41,23,6,223.6,0.4,51.1,0.02,26.0
2026-04-23 06:56:47,23,6,224.4,0.43,54.4,0.02,26.0
2026-04-23 06:56:53,23,6,224.5,0.41,52.0,0.02,26.0
2026-04-23 06:56:58,23,6,224.1,0.41,51.9,0.02,26.0
2026-04-23 06:57:04,23,6,224.6,0.42,52.5,0.02,26.0
2026-04-23 06:57:10,23,6,224.3,0.43,53.8,0.02,26.0
2026-04-23 06:57:16,23,6,223.0,0.46,57.0,0.02,26.0
2026-04-23 06:57:22,23,6,223.3,0.44,55.4,0.02,26.0
2026-04-23 06:57:28,23,6,223.6,0.41,51.3,0.02,27.45
2026-04-23 06:57:34,23,6,223.5,0.47,59.4,0.02,27.45
2026-04-23 06:57:39,23,6,222.4,0.48,60.7,0.02,27.45
2026-04-23 06:57:45,23,6,221.0,0.48,59.7,0.02,27.45
2026-04-23 06:57:51,23,6,221.7,0.42,52.9,0.02,27.45
2026-04-23 06:58:35,23,6,221.1,0.49,61.5,0.02,28.89
2026-04-23 06:58:39,23,6,221.4,0.4,49.1,0.02,28.89
2026-04-23 06:58:45,23,6,221.2,0.4,49.3,0.02,28.89
2026-04-23 06:58:49,23,6,220.8,0.39,48.4,0.02,28.89
2026-04-23 06:58:55,23,6,220.2,0.4,49.1,0.02,28.89
2026-04-23 06:59:01,23,6,219.8,0.43,53.2,0.02,28.89
2026-04-23 06:59:07,23,6,220.1,0.46,57.2,0.02,28.89
2026-04-23 06:59:13,23,6,219.8,0.43,53.0,0.02,28.89
2026-04-23 06:59:19,23,6,219.8,0.42,51.7,0.02,28.89
2026-04-23 06:59:25,23,6,219.9,0.42,52.0,0.02,28.89
2026-04-23 06:59:30,23,6,219.9,0.45,55.6,0.02,28.89
2026-04-23 06:59:36,23,6,219.0,0.44,53.8,0.02,28.89
2026-04-23 06:59:42,23,6,219.4,0.43,52.6,0.02,30.34
2026-04-23 06:59:48,23,6,219.7,0.42,52.0,0.02,30.34
2026-04-23 06:59:58,23,6,220.0,0.5,62.5,0.02,30.34
2026-04-23 06:59:59,23,6,218.8,0.5,61.9,0.02,30.34
2026-04-23 07:00:05,23,7,219.7,0.45,55.2,0.02,30.34
2026-04-23 07:00:12,23,7,219.8,0.5,61.6,0.02,30.34
2026-04-23 07:00:16,23,7,220.6,0.41,50.8,0.02,30.34
2026-04-23 07:00:22,23,7,220.8,0.43,52.7,0.02,30.34
2026-04-23 07:00:28,23,7,220.7,0.47,58.1,0.02,30.34
2026-04-23 07:00:34,23,7,220.9,0.4,50.1,0.02,30.34
2026-04-23 07:00:40,23,7,220.5,0.48,60.0,0.02,31.78
2026-04-23 07:00:46,23,7,220.6,0.42,51.7,0.02,31.78
2026-04-23 07:00:52,23,7,221.2,0.42,52.3,0.02,31.78
2026-04-23 07:00:57,23,7,219.2,0.43,53.7,0.02,31.78
2026-04-23 07:01:04,23,7,219.7,0.48,60.3,0.02,31.78
2026-04-23 07:01:09,23,7,217.3,0.47,57.2,0.02,31.78
2026-04-23 07:01:15,23,7,218.5,0.42,52.2,0.02,31.78
2026-04-23 07:01:21,23,7,218.6,0.43,53.1,0.02,31.78
2026-04-23 07:01:27,23,7,219.7,0.43,53.2,0.02,31.78
2026-04-23 07:01:32,23,7,219.6,0.42,51.6,0.02,31.78
2026-04-23 07:01:40,23,7,214.9,0.51,62.1,0.02,31.78
2026-04-23 07:01:44,23,7,215.7,0.47,56.9,0.02,31.78
2026-04-23 07:01:50,23,7,213.4,0.42,49.8,0.02,31.78
2026-04-23 07:01:57,23,7,213.4,0.51,61.4,0.02,33.23
2026-04-23 07:05:52,23,7,222.4,0.49,60.9,0.03,37.56
2026-04-23 07:05:55,23,7,222.6,0.45,55.6,0.03,37.56
2026-04-23 07:06:01,23,7,222.0,0.4,48.5,0.03,37.56
2026-04-23 07:06:06,23,7,221.5,0.39,47.4,0.03,37.56
2026-04-23 07:06:13,23,7,222.2,0.39,47.5,0.03,39.01
2026-04-23 07:06:18,23,7,222.5,0.39,47.8,0.03,39.01
2026-04-23 07:06:24,23,7,221.8,0.39,48.3,0.03,39.01
2026-04-23 07:06:30,23,7,221.3,0.4,48.7,0.03,39.01
2026-04-23 07:06:36,23,7,222.4,0.39,47.5,0.03,39.01
2026-04-23 07:06:42,23,7,222.4,0.39,48.2,0.03,39.01
2026-04-23 07:06:48,23,7,222.4,0.4,48.7,0.03,39.01
2026-04-23 07:06:53,23,7,222.5,0.41,50.5,0.03,39.01
2026-04-23 07:07:00,23,7,222.6,0.4,49.7,0.03,39.01
2026-04-23 07:07:05,23,7,222.4,0.44,53.7,0.03,39.01
2026-04-23 07:07:11,23,7,222.4,0.46,57.0,0.03,39.01
2026-04-23 07:07:17,23,7,223.1,0.45,55.6,0.03,39.01
2026-04-23 07:07:23,23,7,223.0,0.43,53.1,0.03,39.01
2026-04-23 07:07:28,23,7,223.6,0.4,49.6,0.03,39.01
2026-04-23 07:07:34,23,7,223.3,0.41,51.1,0.03,40.45
2026-04-23 07:07:40,23,7,222.9,0.4,49.0,0.03,40.45
2026-04-23 07:07:46,23,7,222.3,0.38,47.5,0.03,40.45
2026-04-23 07:07:52,23,7,222.3,0.41,49.8,0.03,40.45
2026-04-23 07:07:58,23,7,221.9,0.45,54.6,0.03,40.45
2026-04-23 07:08:03,23,7,222.4,0.39,47.3,0.03,40.45
2026-04-23 07:08:09,23,7,222.1,0.39,48.2,0.03,40.45
2026-04-23 07:08:15,23,7,222.3,0.41,50.2,0.03,40.45
2026-04-23 07:08:21,23,7,222.1,0.4,49.5,0.03,40.45
2026-04-23 07:08:27,23,7,221.5,0.42,52.1,0.03,40.45
2026-04-23 07:08:33,23,7,221.5,0.45,56.0,0.03,40.45
2026-04-23 07:08:38,23,7,221.1,0.49,61.7,0.03,41.9
2026-04-23 07:08:44,23,7,221.3,0.43,53.6,0.03,41.9
2026-04-23 07:08:50,23,7,221.8,0.43,53.7,0.03,41.9
2026-04-23 07:08:59,23,7,222.2,0.49,61.3,0.03,41.9
2026-04-23 07:09:02,23,7,221.4,0.48,60.3,0.03,41.9
2026-04-23 07:09:08,23,7,222.4,0.39,48.4,0.03,41.9
2026-04-23 07:09:17,23,7,217.2,0.5,60.3,0.03,41.9
2026-04-23 07:09:24,23,7,217.4,0.49,59.5,0.03,41.9
2026-04-23 07:09:26,23,7,217.5,0.49,59.8,0.03,41.9
2026-04-23 07:09:31,23,7,217.5,0.43,52.0,0.03,41.9
2026-04-23 07:09:37,23,7,217.0,0.44,53.5,0.03,41.9
2026-04-23 07:09:43,23,7,217.8,0.45,54.8,0.03,41.9
2026-04-23 07:09:49,23,7,216.6,0.45,54.5,0.03,43.34
2026-04-23 07:09:55,23,7,217.4,0.47,57.6,0.03,43.34
2026-04-23 07:10:00,23,7,217.5,0.4,48.3,0.03,43.34
2026-04-23 07:10:06,23,7,217.3,0.43,52.9,0.03,43.34
2026-04-23 07:10:11,23,7,217.6,0.42,51.5,0.03,43.34
2026-04-23 07:10:35,23,7,218.4,0.48,59.0,0.03,43.34
2026-04-23 07:10:38,23,7,218.0,0.39,47.0,0.03,43.34
2026-04-23 07:10:44,23,7,218.3,0.37,44.5,0.03,43.34
2026-04-23 07:10:50,23,7,217.8,0.48,75.8,0.03,44.79
2026-04-23 07:10:55,23,7,216.9,0.54,94.1,0.03,44.79
2026-04-23 07:11:01,23,7,217.0,0.53,92.5,0.03,44.79
2026-04-23 07:11:07,23,7,217.4,0.52,90.8,0.03,44.79
2026-04-23 07:11:13,23,7,217.0,0.52,91.2,0.03,44.79
2026-04-23 07:11:18,23,7,216.9,0.52,90.5,0.03,44.79
2026-04-23 07:11:24,23,7,217.9,0.51,89.7,0.03,44.79
2026-04-23 07:11:30,23,7,217.9,0.52,90.6,0.03,44.79
2026-04-23 07:11:36,23,7,217.7,0.52,89.8,0.03,46.23
2026-04-23 07:11:42,23,7,217.4,0.51,89.4,0.03,46.23
2026-04-23 07:11:48,23,7,217.5,0.52,90.2,0.03,46.23
2026-04-23 07:11:54,23,7,218.3,0.51,89.3,0.03,46.23
2026-04-23 07:12:00,23,7,218.1,0.51,89.2,0.03,46.23
2026-04-23 07:12:05,23,7,217.3,0.51,88.6,0.03,46.23
2026-04-23 07:12:11,23,7,218.0,0.51,88.5,0.03,47.68
2026-04-23 07:12:17,23,7,217.7,0.52,89.6,0.03,47.68
2026-04-23 07:12:23,23,7,217.0,0.61,101.4,0.03,47.68
2026-04-23 07:12:28,23,7,222.2,0.53,94.3,0.03,47.68
2026-04-23 07:12:34,23,7,223.0,0.5,90.0,0.03,47.68
2026-04-23 07:12:40,23,7,222.1,0.5,89.9,0.03,47.68
2026-04-23 07:12:46,23,7,222.3,0.5,88.8,0.03,47.68
2026-04-23 07:12:51,23,7,223.1,0.5,90.1,0.03,49.12
2026-04-23 07:12:57,23,7,222.5,0.5,89.9,0.03,49.12
2026-04-23 07:13:03,23,7,222.5,0.5,89.4,0.03,49.12
2026-04-23 07:13:09,23,7,223.1,0.49,88.7,0.03,49.12
2026-04-23 07:13:15,23,7,223.9,0.5,90.2,0.03,49.12
2026-04-23 07:13:21,23,7,223.0,0.5,90.3,0.03,49.12
2026-04-23 07:13:26,23,7,222.2,0.49,88.6,0.03,49.12
2026-04-23 07:13:32,23,7,222.3,0.49,88.2,0.04,50.56
2026-04-23 07:13:38,23,7,222.5,0.5,89.1,0.04,50.56
2026-04-23 07:13:44,23,7,222.2,0.5,88.8,0.04,50.56
2026-04-23 07:13:50,23,7,223.0,0.49,87.9,0.04,50.56
2026-04-23 07:13:56,23,7,222.9,0.49,88.0,0.04,50.56
2026-04-23 07:14:01,23,7,223.1,0.49,87.6,0.04,50.56
2026-04-23 07:14:07,23,7,221.9,0.51,90.2,0.04,52.01
2026-04-23 07:50:53,23,7,223.3,0.41,75.4,0.09,122.8
2026-04-23 07:50:53,23,7,222.4,0.19,42.2,0.09,122.8
2026-04-23 07:50:56,23,7,222.6,0.19,42.1,0.09,122.8
2026-04-23 07:51:02,23,7,223.0,0.19,42.0,0.09,122.8
2026-04-23 07:51:07,23,7,222.5,0.19,42.1,0.09,122.8
2026-04-23 07:51:14,23,7,222.1,0.19,41.9,0.09,122.8
2026-04-23 07:51:20,23,7,224.6,0.19,42.7,0.09,122.8
2026-04-23 07:51:25,23,7,225.0,0.19,42.8,0.09,124.24
2026-04-23 07:51:30,23,7,224.6,0.19,42.8,0.09,124.24
2026-04-23 07:51:35,23,7,223.7,0.19,42.5,0.09,124.24
2026-04-23 07:51:41,23,7,223.5,0.19,42.2,0.09,124.24
2026-04-23 07:51:47,23,7,223.7,0.19,42.7,0.09,124.24
2026-04-23 07:51:53,23,7,223.5,0.19,42.4,0.09,124.24
2026-04-23 07:51:59,23,7,224.1,0.19,42.5,0.09,124.24
2026-04-23 07:52:04,23,7,223.6,0.19,42.3,0.09,124.24
2026-04-23 07:52:10,23,7,224.6,0.19,42.7,0.09,124.24
2026-04-23 07:52:16,23,7,224.0,0.19,42.5,0.09,124.24
2026-04-23 07:52:22,23,7,222.6,0.19,41.9,0.09,124.24
2026-04-23 07:52:28,23,7,223.5,0.19,42.4,0.09,124.24
2026-04-23 07:52:33,23,7,224.3,0.19,42.7,0.09,124.24
2026-04-23 07:52:39,23,7,224.0,0.19,42.3,0.09,124.24
2026-04-23 07:52:46,23,7,223.0,0.19,42.2,0.09,124.24
2026-04-23 07:52:51,23,7,223.7,0.19,42.5,0.09,124.24
2026-04-23 07:52:56,23,7,224.0,0.19,42.5,0.09,124.24
2026-04-23 07:53:02,23,7,223.6,0.19,42.4,0.09,125.69
2026-04-23 07:53:07,23,7,219.2,0.19,41.0,0.09,125.69
2026-04-23 07:53:12,23,7,218.3,0.19,40.5,0.09,125.69
2026-04-23 07:53:17,23,7,218.2,0.19,40.6,0.09,125.69
2026-04-23 07:53:23,23,7,218.1,0.19,40.6,0.09,125.69
2026-04-23 07:53:28,23,7,218.9,0.19,41.1,0.09,125.69
2026-04-23 07:53:34,23,7,218.2,0.19,40.6,0.09,125.69
2026-04-23 07:53:39,23,7,218.5,0.19,40.7,0.09,125.69
2026-04-23 07:53:44,23,7,218.2,0.19,40.6,0.09,125.69
2026-04-23 07:53:49,23,7,218.4,0.19,40.7,0.09,125.69
2026-04-23 07:53:54,23,7,217.7,0.19,40.4,0.09,125.69
2026-04-23 07:54:00,23,7,219.0,0.19,40.9,0.09,125.69
2026-04-23 07:54:05,23,7,219.1,0.19,40.8,0.09,125.69
2026-04-23 07:54:10,23,7,219.0,0.19,40.8,0.09,125.69
2026-04-23 07:54:15,23,7,219.3,0.19,41.0,0.09,125.69
2026-04-23 07:54:21,23,7,219.5,0.19,40.9,0.09,127.13
2026-04-23 07:54:27,23,7,219.4,0.19,41.1,0.09,127.13
2026-04-23 07:54:33,23,7,219.5,0.19,41.0,0.09,127.13
2026-04-23 07:54:38,23,7,219.2,0.19,40.9,0.09,127.13
2026-04-23 07:54:44,23,7,219.7,0.19,40.9,0.09,127.13
2026-04-23 07:54:50,23,7,219.9,0.19,41.2,0.09,127.13
2026-04-23 07:54:56,23,7,218.3,0.19,40.6,0.09,127.13
2026-04-23 07:55:01,23,7,218.9,0.19,40.6,0.09,127.13
2026-04-23 07:55:07,23,7,218.3,0.19,40.7,0.09,127.13
2026-04-23 07:55:12,23,7,215.9,0.19,39.8,0.09,127.13
2026-04-23 07:55:18,23,7,218.2,0.19,40.6,0.09,127.13
2026-04-23 07:55:23,23,7,218.3,0.19,40.5,0.09,127.13
2026-04-23 07:55:29,23,7,218.0,0.19,40.6,0.09,127.13
2026-04-23 07:55:35,23,7,218.9,0.19,40.9,0.09,127.13
2026-04-23 07:55:41,23,7,217.8,0.19,40.4,0.09,127.13
2026-04-23 07:55:47,23,7,217.3,0.19,40.4,0.09,127.13
2026-04-23 07:55:52,23,7,216.7,0.19,40.0,0.09,127.13
2026-04-23 07:55:58,23,7,216.6,0.19,40.1,0.09,128.58
2026-04-23 07:56:03,23,7,216.0,0.19,39.9,0.09,128.58
2026-04-23 07:56:08,23,7,217.6,0.19,40.5,0.09,128.58
2026-04-23 07:56:14,23,7,221.4,0.19,41.6,0.09,128.58
2026-04-23 07:56:19,23,7,222.4,0.19,42.0,0.09,128.58
2026-04-23 07:56:25,23,7,221.5,0.19,41.5,0.09,128.58
2026-04-23 07:56:30,23,7,222.1,0.19,42.1,0.09,128.58
2026-04-23 07:56:36,23,7,222.3,0.19,42.1,0.09,128.58
2026-04-23 07:56:42,23,7,222.2,0.19,41.9,0.09,128.58
2026-04-23 07:56:48,23,7,221.9,0.19,42.0,0.09,128.58
2026-04-23 07:56:54,23,7,223.7,0.19,42.4,0.09,128.58
2026-04-23 07:57:01,23,7,223.5,0.19,42.3,0.09,128.58
2026-04-23 07:57:06,23,7,223.5,0.19,42.4,0.09,128.58
2026-04-23 07:57:11,23,7,223.1,0.19,42.4,0.09,128.58
